"id","username","location","quote","rating","date","reviewnospace","page","titleopinion","SentimentValue","SentimentCore","pos","neg"
"rn513569882","ShivGalway_Ireland","Galway, Ireland","Pleasantly surprised",4,"2017-08-16","This was a very pleasant surprise. Based on other reviews and knowing that we do not have any expertise in art we were not even going to visit the inside of the building but decided to give it a go as thought we couldn't visit Bilbao and leave it without going to one of the most famous locations. So our expectations were very low...<br><br>However we really enjoyed it. True... Some of the modern art went right over our heads and some of it made us laugh but there was plenty there that really impressed us. The space is amazing, just the design of the building inside and out is jaw-dropping. Loved the Kiefer section and and also Warhol and Twombly. <br>The outside structure and exhibits were amazing also. <br>Would highly recommend",6,"Pleasantly surprised. This was a very pleasant surprise. Based on other reviews and knowing that we do not have any expertise in art we were not even going to visit the inside of the building but decided to give it a go as thought we couldn't visit Bilbao and leave it without going to one of the most famous locations. So our expectations were very low...  However we really enjoyed it. True... Some of the modern art went right over our heads and some of it made us laugh but there was plenty there that really impressed us. The space is amazing, just the design of the building inside and out is jaw-dropping. Loved the Kiefer section and and also Warhol and Twombly.  The outside structure and exhibits were amazing also.  Would highly recommend","positive","positive",7,2
"rn513392325","Remco M","Sherborne, United Kingdom","Building is the best",4,"2017-08-15","The collection itself isn't spectacular but when in Bilbao you don't skip the museum. Inside a bit disappointed about the exhibitions.",6,"Building is the best. The collection itself isn't spectacular but when in Bilbao you don't skip the museum. Inside a bit disappointed about the exhibitions.","positive","negative",1,2
"rn513383527","Rosie C","New York City, New York","Modern and exciting",4,"2017-08-15","This was the resason why we came to Bilbao. It did not disappoint. What an exciting, eclectic range of modern installations from sculpture to film. Well worth a visit. The children were also enthralled and captivated. Bravo.",6,"Modern and exciting. This was the resason why we came to Bilbao. It did not disappoint. What an exciting, eclectic range of modern installations from sculpture to film. Well worth a visit. The children were also enthralled and captivated. Bravo.","positive","positive",5,2
"rn513186946","Henry F",NA,"Wow...",5,"2017-08-15","The building is amazing, but inside some of the pictures are out of this world..get there early to avoid the big queues",6,"Wow.... The building is amazing, but inside some of the pictures are out of this world..get there early to avoid the big queues","positive","positive",2,0
"rn513102644","ShaneKiely","unknown","Website didn't work. Had to queue for an hour. ",1,"2017-08-15","I attempted to book tickets online but their website wouldn't let me select a time. I then had to queue for an hour to get in.",6,"Website didn't work. Had to queue for an hour. . I attempted to book tickets online but their website wouldn't let me select a time. I then had to queue for an hour to get in.","negative","negative",0,3
"rn513035691","Iwaarden","Granada, Spain","Modern Art in fantastic museum in a great Place",4,"2017-08-15","Modern Art in a special building is fantastic to see ones time in your live. The place Bilbao is great and Bask people are very friendly.",7,"Modern Art in fantastic museum in a great Place. Modern Art in a special building is fantastic to see ones time in your live. The place Bilbao is great and Bask people are very friendly.","positive","positive",4,0
"rn512985712","Annerees","Adelaide, Australia","Holiday highlight",5,"2017-08-15","We ended our holiday with a fantastic visit to the museum. It's been an ambition for a long time and it did not disappoint. The building itself was the highlight; it's breathtaking inside and out. Our grandchildren, all aged under ten, loved the Richard Serra, as did we. The audio guides are really helpful too. You could spend a full day here as the restaurants are also very good.",7,"Holiday highlight. We ended our holiday with a fantastic visit to the museum. It's been an ambition for a long time and it did not disappoint. The building itself was the highlight; it's breathtaking inside and out. Our grandchildren, all aged under ten, loved the Richard Serra, as did we. The audio guides are really helpful too. You could spend a full day here as the restaurants are also very good.","positive","positive",5,2
"rn512690369","DanielAlhambra","California","Great museum and kid friendly",5,"2017-08-14","One of my favourite museums. Always has a surprise up its sleeve. Lots of activities for kids. Book in advance. Highly recommended for any trip to Northern Spain.",7,"Great museum and kid friendly. One of my favourite museums. Always has a surprise up its sleeve. Lots of activities for kids. Book in advance. Highly recommended for any trip to Northern Spain.","positive","positive",4,1
"rn512618446","Tessacat8","Austin, Texas","Amazing ",5,"2017-08-14","This was one of the many highlights of my trip to Spain, spent the entire day here, the Guggenheim museum has so much to see it is wise to allow an entire day to see everything.",7,"Amazing . This was one of the many highlights of my trip to Spain, spent the entire day here, the Guggenheim museum has so much to see it is wise to allow an entire day to see everything.","positive","positive",2,0
"rn512559937","ahling33","London, United Kingdom","Enchanting musuem - engaging to all ages",5,"2017-08-14","The museum's architecture is just as amazing as the art. The collection of art was impressive, but not repetitive nor too overwhelming. My teenagers enjoyed this museum just as much as us adults did. This is because the exhibits are varied, unusual and well documented on the hand held guide.<br><br>We spent about 2 hours there, and I wish we had allocated may 3 or 4 hours.",7,"Enchanting musuem - engaging to all ages. The museum's architecture is just as amazing as the art. The collection of art was impressive, but not repetitive nor too overwhelming. My teenagers enjoyed this museum just as much as us adults did. This is because the exhibits are varied, unusual and well documented on the hand held guide.  We spent about 2 hours there, and I wish we had allocated may 3 or 4 hours.","positive","positive",4,2
